FeedbackID,OrderID,CustomerID,FeedbackDate,Rating,Satisfaction,RecommendLikelihood,ProductCategory,Comments
FB00925,ORD01882,C0244,2023-07-08,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00676,ORD01615,C0267,2023-07-09,5,Very Satisfied,10,Electronics,Will definitely buy again.
FB00498,ORD02369,C0453,2023-07-10,1,Very Dissatisfied,1,Home Appliances,"Waste of money, would not recommend."
FB00613,ORD02385,C0100,2023-07-11,3,Neutral,5,Home Appliances,No complaints but not impressed either.
FB00149,ORD01601,C0493,2023-07-12,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00163,ORD00890,C0250,2023-07-12,3,Neutral,7,Lifestyle Goods,"Product is okay, nothing special."
FB00514,ORD01377,C0485,2023-07-14,5,Very Satisfied,10,Lifestyle Goods,Fast delivery and great customer service.
FB00831,ORD00808,C0494,2023-07-14,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00768,ORD00615,C0394,2023-07-14,3,Neutral,5,Electronics,"Average quality, expected more."
FB00180,ORD01999,C0211,2023-07-14,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00947,ORD00747,C0476,2023-07-15,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00824,ORD01920,C0293,2023-07-17,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00110,ORD01373,C0151,2023-07-18,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00827,ORD00410,C0394,2023-07-18,3,Neutral,7,Electronics,"Average quality, expected more."
FB00339,ORD00266,C0426,2023-07-19,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00703,ORD00342,C0147,2023-07-20,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00539,ORD02258,C0055,2023-07-20,4,Satisfied,8,Electronics,Happy with the quality.
FB00395,ORD02259,C0014,2023-07-21,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00321,ORD00666,C0027,2023-07-21,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00138,ORD01805,C0003,2023-07-22,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00197,ORD01172,C0429,2023-07-23,3,Neutral,5,Lifestyle Goods,Decent product for the price.
FB00235,ORD02433,C0147,2023-07-24,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00601,ORD01445,C0399,2023-07-26,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00381,ORD00807,C0246,2023-07-28,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00419,ORD01692,C0163,2023-07-30,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00188,ORD01131,C0463,2023-07-30,3,Neutral,7,Lifestyle Goods,No complaints but not impressed either.
FB00692,ORD01710,C0135,2023-07-30,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00323,ORD02244,C0442,2023-07-31,4,Satisfied,9,Electronics,Happy with the quality.
FB00663,ORD02371,C0001,2023-08-01,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00930,ORD01889,C0118,2023-08-02,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00763,ORD01004,C0266,2023-08-03,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00452,ORD02374,C0410,2023-08-04,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00006,ORD00503,C0211,2023-08-04,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00566,ORD01887,C0121,2023-08-04,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00015,ORD02274,C0034,2023-08-04,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00421,ORD00384,C0063,2023-08-05,5,Very Satisfied,10,Electronics,Great value for money.
FB00426,ORD00337,C0454,2023-08-06,3,Neutral,5,Electronics,It works but could be better.
FB00342,ORD02337,C0026,2023-08-07,4,Satisfied,9,Electronics,"Good product, works as expected."
FB00776,ORD01310,C0468,2023-08-11,3,Neutral,5,Lifestyle Goods,It works but could be better.
FB00979,ORD01109,C0232,2023-08-12,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00804,ORD01336,C0138,2023-08-13,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00468,ORD02021,C0176,2023-08-13,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00822,ORD02098,C0336,2023-08-13,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00896,ORD02432,C0165,2023-08-14,5,Very Satisfied,9,Electronics,Great value for money.
FB00053,ORD00711,C0259,2023-08-17,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00022,ORD00584,C0113,2023-08-17,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00701,ORD00139,C0080,2023-08-17,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00291,ORD01619,C0340,2023-08-17,2,Dissatisfied,4,Home Appliances,Customer service was slow to respond.
FB00811,ORD01491,C0490,2023-08-20,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00423,ORD00079,C0329,2023-08-20,2,Dissatisfied,3,Lifestyle Goods,Not what I expected from the description.
FB00602,ORD01194,C0341,2023-08-20,4,Satisfied,8,Home Appliances,Meets my needs perfectly.
FB00562,ORD00382,C0314,2023-08-22,4,Satisfied,8,Electronics,Happy with the quality.
FB00645,ORD01748,C0265,2023-08-23,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00991,ORD01754,C0040,2023-08-26,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00399,ORD00121,C0212,2023-08-26,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00894,ORD00101,C0485,2023-08-27,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00302,ORD00546,C0274,2023-08-27,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00646,ORD00516,C0483,2023-08-27,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00095,ORD01305,C0069,2023-08-31,3,Neutral,5,Electronics,"Product is okay, nothing special."
FB00649,ORD00086,C0169,2023-09-02,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00588,ORD00053,C0242,2023-09-03,1,Very Dissatisfied,3,Electronics,"Waste of money, would not recommend."
FB00758,ORD00179,C0257,2023-09-04,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00836,ORD02238,C0294,2023-09-05,3,Neutral,7,Electronics,It works but could be better.
FB00245,ORD01091,C0460,2023-09-06,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00558,ORD01265,C0244,2023-09-06,2,Dissatisfied,5,Electronics,Delivery was delayed.
FB00355,ORD00457,C0111,2023-09-06,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00839,ORD01888,C0447,2023-09-07,3,Neutral,7,Electronics,Decent product for the price.
FB00965,ORD00741,C0109,2023-09-07,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00522,ORD00082,C0065,2023-09-08,3,Neutral,5,Lifestyle Goods,No complaints but not impressed either.
FB00710,ORD01034,C0030,2023-09-09,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00319,ORD01359,C0461,2023-09-09,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00672,ORD02334,C0452,2023-09-09,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00792,ORD00724,C0099,2023-09-10,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00045,ORD01099,C0150,2023-09-11,4,Satisfied,9,Electronics,Happy with the quality.
FB00621,ORD00202,C0053,2023-09-11,2,Dissatisfied,4,Electronics,Delivery was delayed.
FB00575,ORD01626,C0464,2023-09-11,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00193,ORD01962,C0339,2023-09-12,5,Very Satisfied,10,Electronics,Great value for money.
FB00589,ORD01972,C0378,2023-09-12,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00361,ORD01008,C0254,2023-09-13,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00318,ORD00590,C0349,2023-09-14,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00176,ORD01162,C0137,2023-09-14,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00115,ORD00998,C0142,2023-09-14,3,Neutral,6,Lifestyle Goods,Decent product for the price.
FB00338,ORD02001,C0084,2023-09-20,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00241,ORD00696,C0256,2023-09-21,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00246,ORD01080,C0078,2023-09-21,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00633,ORD01212,C0403,2023-09-21,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00127,ORD00377,C0492,2023-09-22,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00750,ORD01579,C0075,2023-09-22,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00172,ORD02143,C0416,2023-09-22,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00408,ORD01330,C0384,2023-09-23,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00177,ORD01938,C0177,2023-09-23,4,Satisfied,7,Electronics,Happy with the quality.
FB00521,ORD00629,C0236,2023-09-24,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00480,ORD01606,C0003,2023-09-24,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00486,ORD00571,C0004,2023-09-25,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00712,ORD01427,C0395,2023-09-25,3,Neutral,6,Home Appliances,It works but could be better.
FB00840,ORD02040,C0247,2023-09-27,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00380,ORD01681,C0100,2023-09-30,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00832,ORD01210,C0108,2023-09-30,2,Dissatisfied,3,Electronics,Product quality could be better.
FB00392,ORD00203,C0102,2023-10-02,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00851,ORD01577,C0385,2023-10-03,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00094,ORD00791,C0253,2023-10-03,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00680,ORD01734,C0190,2023-10-03,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00720,ORD02180,C0398,2023-10-06,3,Neutral,6,Home Appliances,"Average quality, expected more."
FB00932,ORD01913,C0122,2023-10-07,2,Dissatisfied,4,Electronics,Had some issues with the product.
FB00527,ORD01554,C0204,2023-10-09,1,Very Dissatisfied,3,Home Appliances,"Terrible experience, seeking refund."
FB00205,ORD00463,C0373,2023-10-11,2,Dissatisfied,3,Home Appliances,Product quality could be better.
FB00643,ORD00906,C0116,2023-10-11,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00116,ORD02437,C0059,2023-10-11,4,Satisfied,7,Electronics,Happy with the quality.
FB00835,ORD01045,C0376,2023-10-12,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00548,ORD00763,C0402,2023-10-14,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00862,ORD00935,C0444,2023-10-14,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00167,ORD00777,C0053,2023-10-15,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00682,ORD02441,C0073,2023-10-15,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00448,ORD01469,C0450,2023-10-15,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00861,ORD00166,C0111,2023-10-15,2,Dissatisfied,5,Lifestyle Goods,Had some issues with the product.
FB00307,ORD02335,C0318,2023-10-18,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00761,ORD02400,C0431,2023-10-19,3,Neutral,7,Electronics,Decent product for the price.
FB00026,ORD00419,C0065,2023-10-22,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00628,ORD01396,C0108,2023-10-22,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00013,ORD00955,C0173,2023-10-22,5,Very Satisfied,9,Home Appliances,Best purchase I have made this year!
FB00487,ORD00461,C0275,2023-10-22,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00016,ORD00459,C0254,2023-10-23,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00236,ORD02379,C0131,2023-10-24,5,Very Satisfied,9,Lifestyle Goods,Will definitely buy again.
FB00837,ORD00143,C0294,2023-10-24,4,Satisfied,8,Electronics,Happy with the quality.
FB00268,ORD02131,C0306,2023-10-25,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00154,ORD02232,C0116,2023-10-26,2,Dissatisfied,3,Electronics,Customer service was slow to respond.
FB00952,ORD01691,C0318,2023-10-27,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00771,ORD02011,C0057,2023-10-27,2,Dissatisfied,3,Lifestyle Goods,Delivery was delayed.
FB00518,ORD00218,C0040,2023-10-27,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00035,ORD00022,C0398,2023-10-28,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00908,ORD00907,C0087,2023-10-30,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00524,ORD02294,C0237,2023-10-31,3,Neutral,5,Electronics,Decent product for the price.
FB00285,ORD01462,C0185,2023-11-01,3,Neutral,6,Lifestyle Goods,Decent product for the price.
FB00308,ORD02074,C0420,2023-11-02,4,Satisfied,9,Electronics,Happy with the quality.
FB00705,ORD01448,C0083,2023-11-02,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00249,ORD00641,C0120,2023-11-07,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00667,ORD01722,C0069,2023-11-07,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00175,ORD02410,C0111,2023-11-09,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00702,ORD00882,C0471,2023-11-10,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00817,ORD01371,C0433,2023-11-11,3,Neutral,6,Electronics,Decent product for the price.
FB00155,ORD01342,C0365,2023-11-11,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00585,ORD01459,C0136,2023-11-12,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00707,ORD00420,C0315,2023-11-12,5,Very Satisfied,10,Home Appliances,Great value for money.
FB00941,ORD00483,C0304,2023-11-13,5,Very Satisfied,10,Home Appliances,Product exceeded my expectations.
FB00284,ORD00171,C0024,2023-11-15,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00956,ORD00730,C0351,2023-11-15,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00474,ORD00655,C0193,2023-11-16,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00732,ORD00683,C0134,2023-11-16,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00617,ORD01352,C0351,2023-11-16,3,Neutral,5,Electronics,It works but could be better.
FB00708,ORD01705,C0250,2023-11-18,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00996,ORD00150,C0472,2023-11-19,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00108,ORD02106,C0040,2023-11-20,2,Dissatisfied,4,Electronics,Not what I expected from the description.
FB00551,ORD00774,C0185,2023-11-23,4,Satisfied,7,Electronics,Happy with the quality.
FB00528,ORD00124,C0341,2023-11-23,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00877,ORD01908,C0353,2023-11-24,3,Neutral,6,Electronics,"Average quality, expected more."
FB00818,ORD01247,C0402,2023-11-24,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00250,ORD00607,C0371,2023-11-25,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00192,ORD02022,C0403,2023-11-25,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00978,ORD00809,C0150,2023-11-26,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00135,ORD01488,C0007,2023-11-27,1,Very Dissatisfied,2,Lifestyle Goods,Does not work as advertised.
FB00550,ORD02321,C0374,2023-11-27,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00369,ORD01609,C0306,2023-11-28,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00656,ORD01405,C0388,2023-11-28,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00099,ORD01560,C0365,2023-11-28,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00465,ORD01100,C0475,2023-11-28,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00057,ORD00441,C0376,2023-11-28,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00216,ORD00543,C0147,2023-11-29,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00340,ORD02037,C0082,2023-11-29,3,Neutral,7,Lifestyle Goods,"Average quality, expected more."
FB00028,ORD01614,C0270,2023-11-29,2,Dissatisfied,5,Electronics,Customer service was slow to respond.
FB00377,ORD00997,C0406,2023-12-02,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00145,ORD00687,C0469,2023-12-02,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00277,ORD00388,C0342,2023-12-02,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00904,ORD01911,C0186,2023-12-02,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00488,ORD01188,C0070,2023-12-03,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00805,ORD01929,C0403,2023-12-03,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00142,ORD01115,C0076,2023-12-04,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00200,ORD02125,C0312,2023-12-04,2,Dissatisfied,5,Electronics,Not what I expected from the description.
FB00911,ORD02162,C0258,2023-12-04,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00464,ORD00874,C0101,2023-12-05,3,Neutral,5,Home Appliances,Decent product for the price.
FB00627,ORD01298,C0354,2023-12-07,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00356,ORD01280,C0439,2023-12-07,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00097,ORD00354,C0053,2023-12-07,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00204,ORD01181,C0031,2023-12-07,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00553,ORD01064,C0128,2023-12-07,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00647,ORD01102,C0163,2023-12-08,5,Very Satisfied,10,Home Appliances,Product exceeded my expectations.
FB00209,ORD00802,C0226,2023-12-08,4,Satisfied,8,Home Appliances,"Product is fine, delivery was on time."
FB00348,ORD01381,C0191,2023-12-09,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00003,ORD00188,C0088,2023-12-09,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00020,ORD00242,C0042,2023-12-11,2,Dissatisfied,4,Home Appliances,Not what I expected from the description.
FB00555,ORD00329,C0069,2023-12-11,5,Very Satisfied,9,Electronics,Great value for money.
FB00739,ORD00263,C0449,2023-12-12,3,Neutral,6,Lifestyle Goods,"Product is okay, nothing special."
FB00981,ORD01936,C0134,2023-12-12,3,Neutral,7,Home Appliances,"Product is okay, nothing special."
FB00208,ORD00055,C0469,2023-12-12,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00344,ORD00698,C0132,2023-12-13,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00074,ORD00560,C0084,2023-12-15,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00251,ORD02376,C0180,2023-12-16,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00856,ORD02025,C0042,2023-12-16,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00076,ORD01863,C0485,2023-12-16,1,Very Dissatisfied,1,Electronics,Product arrived damaged.
FB00143,ORD01492,C0266,2023-12-17,2,Dissatisfied,5,Home Appliances,Delivery was delayed.
FB00433,ORD00800,C0431,2023-12-18,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00906,ORD00227,C0366,2023-12-19,2,Dissatisfied,5,Electronics,Had some issues with the product.
FB00274,ORD01504,C0497,2023-12-19,4,Satisfied,9,Electronics,Happy with the quality.
FB00146,ORD01620,C0185,2023-12-19,3,Neutral,5,Electronics,No complaints but not impressed either.
FB00577,ORD00673,C0156,2023-12-21,5,Very Satisfied,9,Lifestyle Goods,Fast delivery and great customer service.
FB00687,ORD01378,C0336,2023-12-21,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00002,ORD01950,C0216,2023-12-21,3,Neutral,6,Lifestyle Goods,It works but could be better.
FB00036,ORD01180,C0368,2023-12-21,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00698,ORD00256,C0486,2023-12-23,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00383,ORD00978,C0419,2023-12-24,1,Very Dissatisfied,2,Electronics,Product arrived damaged.
FB00964,ORD01750,C0250,2023-12-26,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00620,ORD01526,C0182,2023-12-26,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00014,ORD01390,C0210,2023-12-27,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00681,ORD01953,C0117,2023-12-30,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00946,ORD00996,C0494,2023-12-31,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00429,ORD00330,C0280,2024-01-01,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00673,ORD00858,C0332,2024-01-01,3,Neutral,6,Electronics,Decent product for the price.
FB00780,ORD00151,C0004,2024-01-02,2,Dissatisfied,4,Electronics,Product quality could be better.
FB00741,ORD01883,C0112,2024-01-06,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00642,ORD01482,C0314,2024-01-09,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00865,ORD01958,C0383,2024-01-09,4,Satisfied,9,Home Appliances,Satisfied with the purchase.
FB00137,ORD01944,C0167,2024-01-10,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00033,ORD01689,C0066,2024-01-11,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00931,ORD02056,C0331,2024-01-11,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00243,ORD00394,C0261,2024-01-11,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00910,ORD00349,C0474,2024-01-14,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00716,ORD00158,C0160,2024-01-15,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00728,ORD00073,C0051,2024-01-15,2,Dissatisfied,5,Lifestyle Goods,Not what I expected from the description.
FB00985,ORD02096,C0114,2024-01-15,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00366,ORD00967,C0129,2024-01-15,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00893,ORD00795,C0129,2024-01-16,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00066,ORD01152,C0246,2024-01-16,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00798,ORD00036,C0272,2024-01-17,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00867,ORD01818,C0287,2024-01-18,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00677,ORD01989,C0212,2024-01-18,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00195,ORD00688,C0161,2024-01-19,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00254,ORD00373,C0191,2024-01-20,1,Very Dissatisfied,1,Home Appliances,"Waste of money, would not recommend."
FB00919,ORD02409,C0232,2024-01-21,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00368,ORD00125,C0489,2024-01-22,3,Neutral,7,Electronics,It works but could be better.
FB00823,ORD00983,C0452,2024-01-24,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00662,ORD00370,C0186,2024-01-25,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00106,ORD00071,C0112,2024-01-26,3,Neutral,6,Home Appliances,"Product is okay, nothing special."
FB00794,ORD02412,C0402,2024-01-27,4,Satisfied,9,Electronics,"Good product, works as expected."
FB00350,ORD01077,C0303,2024-01-27,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00540,ORD00943,C0232,2024-01-27,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00658,ORD00712,C0031,2024-01-27,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00724,ORD02235,C0267,2024-01-28,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00096,ORD01747,C0499,2024-01-29,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00872,ORD00523,C0459,2024-01-30,2,Dissatisfied,3,Home Appliances,Not what I expected from the description.
FB00296,ORD01093,C0235,2024-01-30,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00987,ORD01630,C0469,2024-01-31,4,Satisfied,9,Lifestyle Goods,Happy with the quality.
FB00337,ORD01924,C0101,2024-01-31,3,Neutral,6,Electronics,"Average quality, expected more."
