FeedbackID,OrderID,CustomerID,FeedbackDate,Rating,Satisfaction,RecommendLikelihood,ProductCategory,Comments
FB00439,ORD01783,C0068,2024-02-01,2,Dissatisfied,5,Electronics,Had some issues with the product.
FB00113,ORD00695,C0292,2024-02-01,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00735,ORD00899,C0494,2024-02-01,3,Neutral,7,Home Appliances,"Average quality, expected more."
FB00530,ORD01404,C0487,2024-02-01,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00572,ORD02351,C0420,2024-02-02,1,Very Dissatisfied,2,Electronics,"Waste of money, would not recommend."
FB00058,ORD01497,C0077,2024-02-02,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00044,ORD00178,C0273,2024-02-02,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00327,ORD00497,C0076,2024-02-03,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00859,ORD02496,C0168,2024-02-03,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00042,ORD01947,C0315,2024-02-04,2,Dissatisfied,4,Electronics,Product quality could be better.
FB00871,ORD00014,C0293,2024-02-04,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00040,ORD02003,C0113,2024-02-04,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00085,ORD02159,C0028,2024-02-05,3,Neutral,5,Electronics,It works but could be better.
FB00194,ORD02481,C0034,2024-02-06,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00968,ORD02280,C0369,2024-02-06,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00027,ORD01910,C0298,2024-02-06,5,Very Satisfied,10,Electronics,Will definitely buy again.
FB00174,ORD01151,C0401,2024-02-08,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00723,ORD01155,C0139,2024-02-09,5,Very Satisfied,9,Electronics,Great value for money.
FB00584,ORD00662,C0125,2024-02-09,2,Dissatisfied,5,Electronics,Product quality could be better.
FB00570,ORD01252,C0190,2024-02-09,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00075,ORD01552,C0215,2024-02-09,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00567,ORD00981,C0046,2024-02-10,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00922,ORD01101,C0359,2024-02-11,1,Very Dissatisfied,3,Lifestyle Goods,"Waste of money, would not recommend."
FB00109,ORD00472,C0192,2024-02-11,3,Neutral,6,Lifestyle Goods,"Product is okay, nothing special."
FB00261,ORD00076,C0142,2024-02-13,2,Dissatisfied,5,Electronics,Not what I expected from the description.
FB00303,ORD02047,C0405,2024-02-13,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00309,ORD00727,C0041,2024-02-13,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00866,ORD01199,C0436,2024-02-13,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00546,ORD00468,C0259,2024-02-14,2,Dissatisfied,3,Home Appliances,Product quality could be better.
FB00196,ORD00866,C0015,2024-02-14,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00614,ORD02093,C0337,2024-02-15,1,Very Dissatisfied,2,Home Appliances,"Waste of money, would not recommend."
FB00288,ORD02268,C0252,2024-02-15,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00047,ORD01006,C0152,2024-02-15,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00604,ORD01126,C0191,2024-02-16,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00336,ORD01675,C0276,2024-02-16,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00267,ORD01657,C0345,2024-02-16,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00029,ORD00172,C0307,2024-02-17,4,Satisfied,7,Electronics,Happy with the quality.
FB00842,ORD01971,C0159,2024-02-17,3,Neutral,5,Electronics,No complaints but not impressed either.
FB00111,ORD01348,C0300,2024-02-18,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00077,ORD00402,C0368,2024-02-19,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00147,ORD00465,C0027,2024-02-20,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00144,ORD00106,C0219,2024-02-20,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00888,ORD01837,C0315,2024-02-21,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00038,ORD01311,C0380,2024-02-23,5,Very Satisfied,10,Home Appliances,Great value for money.
FB00390,ORD01297,C0456,2024-02-24,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00161,ORD00728,C0236,2024-02-25,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00801,ORD00934,C0471,2024-02-28,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00800,ORD01532,C0055,2024-02-29,4,Satisfied,8,Electronics,Happy with the quality.
FB00559,ORD02255,C0156,2024-03-01,5,Very Satisfied,10,Home Appliances,Fast delivery and great customer service.
FB00995,ORD00991,C0316,2024-03-04,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00644,ORD02113,C0383,2024-03-04,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00387,ORD00059,C0060,2024-03-06,4,Satisfied,9,Electronics,Happy with the quality.
FB00854,ORD00693,C0152,2024-03-06,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00711,ORD01776,C0308,2024-03-07,2,Dissatisfied,4,Electronics,Customer service was slow to respond.
FB00346,ORD01876,C0490,2024-03-07,2,Dissatisfied,3,Home Appliances,Had some issues with the product.
FB00258,ORD01763,C0012,2024-03-08,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00238,ORD02102,C0421,2024-03-08,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00378,ORD00717,C0007,2024-03-08,5,Very Satisfied,10,Electronics,Will definitely buy again.
FB00456,ORD00253,C0261,2024-03-10,3,Neutral,7,Home Appliances,"Product is okay, nothing special."
FB00606,ORD01437,C0339,2024-03-10,2,Dissatisfied,5,Electronics,Product quality could be better.
FB00782,ORD01475,C0333,2024-03-11,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00201,ORD01364,C0208,2024-03-11,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00674,ORD01023,C0217,2024-03-12,2,Dissatisfied,4,Lifestyle Goods,Not what I expected from the description.
FB00017,ORD01573,C0414,2024-03-12,2,Dissatisfied,5,Electronics,Delivery was delayed.
FB00460,ORD01432,C0228,2024-03-12,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00706,ORD01960,C0086,2024-03-13,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00753,ORD00902,C0364,2024-03-13,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00992,ORD00617,C0192,2024-03-14,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00972,ORD00097,C0270,2024-03-15,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00442,ORD00888,C0306,2024-03-16,1,Very Dissatisfied,2,Electronics,"Terrible experience, seeking refund."
FB00591,ORD00650,C0285,2024-03-16,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00717,ORD01917,C0359,2024-03-17,2,Dissatisfied,4,Lifestyle Goods,Not what I expected from the description.
FB00713,ORD00953,C0423,2024-03-17,4,Satisfied,9,Electronics,Happy with the quality.
FB00031,ORD00357,C0086,2024-03-18,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00977,ORD00915,C0053,2024-03-21,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00269,ORD02352,C0432,2024-03-22,4,Satisfied,8,Home Appliances,Meets my needs perfectly.
FB00186,ORD02173,C0397,2024-03-23,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00693,ORD00144,C0433,2024-03-23,4,Satisfied,8,Home Appliances,Meets my needs perfectly.
FB00060,ORD02154,C0214,2024-03-23,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00406,ORD02484,C0291,2024-03-23,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00228,ORD01189,C0406,2024-03-25,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00410,ORD01033,C0374,2024-03-26,5,Very Satisfied,9,Lifestyle Goods,Will definitely buy again.
FB00252,ORD01665,C0196,2024-03-26,3,Neutral,7,Home Appliances,Decent product for the price.
FB00481,ORD01400,C0325,2024-03-27,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00637,ORD00758,C0119,2024-03-28,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00434,ORD01545,C0430,2024-03-28,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00190,ORD01701,C0142,2024-03-29,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00001,ORD00411,C0258,2024-03-30,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00990,ORD00230,C0225,2024-03-31,1,Very Dissatisfied,2,Home Appliances,"Waste of money, would not recommend."
FB00067,ORD02190,C0023,2024-04-04,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00079,ORD01132,C0415,2024-04-06,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00453,ORD00779,C0286,2024-04-06,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00062,ORD02061,C0376,2024-04-06,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00762,ORD00358,C0180,2024-04-07,3,Neutral,6,Home Appliances,"Average quality, expected more."
FB00322,ORD01540,C0235,2024-04-07,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00152,ORD01841,C0006,2024-04-07,4,Satisfied,7,Electronics,Happy with the quality.
FB00362,ORD02189,C0320,2024-04-08,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00536,ORD00272,C0120,2024-04-08,3,Neutral,6,Home Appliances,"Product is okay, nothing special."
FB00731,ORD01693,C0169,2024-04-09,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00495,ORD00108,C0038,2024-04-09,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00757,ORD01120,C0285,2024-04-10,5,Very Satisfied,10,Lifestyle Goods,Best purchase I have made this year!
FB00184,ORD00072,C0487,2024-04-11,5,Very Satisfied,9,Electronics,Product exceeded my expectations.
FB00398,ORD01221,C0038,2024-04-11,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00917,ORD02303,C0013,2024-04-13,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00552,ORD00918,C0135,2024-04-14,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00181,ORD01271,C0089,2024-04-16,4,Satisfied,7,Electronics,Happy with the quality.
FB00279,ORD00561,C0332,2024-04-16,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00227,ORD01655,C0323,2024-04-16,2,Dissatisfied,3,Home Appliances,Customer service was slow to respond.
FB00248,ORD00855,C0164,2024-04-16,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00403,ORD00908,C0290,2024-04-17,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00526,ORD00122,C0205,2024-04-19,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00005,ORD00310,C0033,2024-04-19,3,Neutral,7,Electronics,It works but could be better.
FB00940,ORD00659,C0469,2024-04-20,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00593,ORD00078,C0047,2024-04-20,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00935,ORD02286,C0424,2024-04-21,5,Very Satisfied,10,Lifestyle Goods,Fast delivery and great customer service.
FB00343,ORD00436,C0038,2024-04-22,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00679,ORD01110,C0136,2024-04-23,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00132,ORD01870,C0349,2024-04-24,5,Very Satisfied,9,Home Appliances,Great value for money.
FB00560,ORD01607,C0364,2024-04-25,5,Very Satisfied,9,Lifestyle Goods,Fast delivery and great customer service.
FB00310,ORD00003,C0327,2024-04-25,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00537,ORD00407,C0349,2024-04-26,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00790,ORD00817,C0483,2024-04-26,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00533,ORD02277,C0455,2024-04-27,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00510,ORD02390,C0457,2024-04-28,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00638,ORD02457,C0291,2024-04-28,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00618,ORD02140,C0183,2024-04-28,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00311,ORD01978,C0500,2024-04-29,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00641,ORD00042,C0494,2024-04-29,5,Very Satisfied,9,Electronics,Fast delivery and great customer service.
FB00596,ORD00606,C0345,2024-04-29,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00751,ORD02392,C0402,2024-04-30,3,Neutral,7,Lifestyle Goods,No complaints but not impressed either.
FB00007,ORD01718,C0335,2024-04-30,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00844,ORD02028,C0093,2024-04-30,2,Dissatisfied,5,Electronics,Not what I expected from the description.
FB00759,ORD01948,C0324,2024-05-01,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00632,ORD01293,C0020,2024-05-01,2,Dissatisfied,3,Electronics,Customer service was slow to respond.
FB00929,ORD01107,C0161,2024-05-01,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00117,ORD01060,C0187,2024-05-02,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00158,ORD02265,C0069,2024-05-04,4,Satisfied,9,Home Appliances,Satisfied with the purchase.
FB00640,ORD00301,C0230,2024-05-04,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00515,ORD00006,C0462,2024-05-04,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00332,ORD00299,C0357,2024-05-05,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00412,ORD00685,C0051,2024-05-06,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00294,ORD00570,C0166,2024-05-06,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00580,ORD00478,C0266,2024-05-07,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00018,ORD00333,C0324,2024-05-08,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00709,ORD01328,C0301,2024-05-09,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00232,ORD02387,C0470,2024-05-09,5,Very Satisfied,9,Home Appliances,Product exceeded my expectations.
FB00335,ORD02147,C0089,2024-05-11,3,Neutral,7,Home Appliances,"Average quality, expected more."
FB00489,ORD00957,C0404,2024-05-12,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00661,ORD00282,C0448,2024-05-13,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00586,ORD02091,C0099,2024-05-14,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00497,ORD01243,C0103,2024-05-14,4,Satisfied,9,Electronics,Happy with the quality.
FB00962,ORD01190,C0333,2024-05-14,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00314,ORD02360,C0371,2024-05-15,3,Neutral,6,Lifestyle Goods,No complaints but not impressed either.
FB00457,ORD00980,C0037,2024-05-15,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00046,ORD00677,C0469,2024-05-15,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00915,ORD00529,C0110,2024-05-15,3,Neutral,5,Electronics,It works but could be better.
FB00939,ORD00794,C0401,2024-05-15,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00875,ORD01995,C0154,2024-05-16,5,Very Satisfied,9,Electronics,Great value for money.
FB00118,ORD01987,C0277,2024-05-16,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00405,ORD01798,C0405,2024-05-18,2,Dissatisfied,5,Lifestyle Goods,Product quality could be better.
FB00766,ORD01292,C0293,2024-05-19,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00493,ORD01088,C0493,2024-05-19,4,Satisfied,7,Electronics,Happy with the quality.
FB00729,ORD00434,C0126,2024-05-21,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00592,ORD01899,C0094,2024-05-21,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00779,ORD00140,C0115,2024-05-21,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00669,ORD00764,C0117,2024-05-22,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00902,ORD00551,C0096,2024-05-23,3,Neutral,5,Lifestyle Goods,It works but could be better.
FB00772,ORD01485,C0058,2024-05-24,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00635,ORD02176,C0203,2024-05-25,4,Satisfied,9,Lifestyle Goods,Happy with the quality.
FB00371,ORD01927,C0069,2024-05-27,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00266,ORD01173,C0278,2024-05-27,4,Satisfied,9,Electronics,Happy with the quality.
FB00129,ORD01239,C0079,2024-05-30,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00651,ORD00397,C0014,2024-06-02,2,Dissatisfied,4,Home Appliances,Delivery was delayed.
FB00353,ORD00115,C0310,2024-06-02,1,Very Dissatisfied,1,Home Appliances,Very disappointed with the quality.
FB00391,ORD00453,C0264,2024-06-02,2,Dissatisfied,3,Home Appliances,Not what I expected from the description.
FB00301,ORD01785,C0351,2024-06-03,5,Very Satisfied,9,Home Appliances,Fast delivery and great customer service.
FB00803,ORD00021,C0427,2024-06-03,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00300,ORD01095,C0069,2024-06-04,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00276,ORD00348,C0355,2024-06-05,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00970,ORD01635,C0229,2024-06-06,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00852,ORD01204,C0073,2024-06-06,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00923,ORD01444,C0102,2024-06-06,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00206,ORD02228,C0142,2024-06-06,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00170,ORD02367,C0267,2024-06-06,2,Dissatisfied,4,Lifestyle Goods,Delivery was delayed.
FB00265,ORD01723,C0262,2024-06-06,5,Very Satisfied,9,Electronics,Excellent product quality! Highly recommend.
FB00623,ORD00602,C0229,2024-06-07,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00973,ORD02077,C0195,2024-06-07,2,Dissatisfied,3,Lifestyle Goods,Had some issues with the product.
FB00777,ORD00846,C0078,2024-06-07,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00447,ORD02299,C0058,2024-06-08,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00542,ORD01864,C0490,2024-06-10,5,Very Satisfied,9,Electronics,Product exceeded my expectations.
FB00221,ORD00604,C0213,2024-06-10,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00098,ORD00364,C0411,2024-06-13,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00697,ORD00480,C0072,2024-06-14,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00230,ORD00841,C0383,2024-06-14,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00937,ORD01945,C0250,2024-06-14,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00636,ORD01861,C0055,2024-06-14,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00869,ORD01312,C0445,2024-06-14,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00926,ORD01900,C0144,2024-06-14,1,Very Dissatisfied,3,Home Appliances,Very disappointed with the quality.
FB00689,ORD02474,C0053,2024-06-16,4,Satisfied,8,Home Appliances,"Product is fine, delivery was on time."
FB00576,ORD00444,C0288,2024-06-16,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00463,ORD01005,C0097,2024-06-18,5,Very Satisfied,10,Lifestyle Goods,Best purchase I have made this year!
FB00785,ORD02107,C0050,2024-06-18,4,Satisfied,8,Electronics,Happy with the quality.
FB00299,ORD01779,C0136,2024-06-19,4,Satisfied,7,Electronics,Happy with the quality.
FB00966,ORD01069,C0024,2024-06-20,2,Dissatisfied,3,Home Appliances,Not what I expected from the description.
FB00754,ORD02246,C0466,2024-06-21,2,Dissatisfied,5,Electronics,Had some issues with the product.
FB00475,ORD00339,C0204,2024-06-24,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00737,ORD00508,C0193,2024-06-24,5,Very Satisfied,9,Home Appliances,Product exceeded my expectations.
FB00416,ORD02094,C0320,2024-06-24,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00157,ORD00725,C0130,2024-06-24,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00370,ORD01795,C0216,2024-06-25,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00256,ORD01092,C0212,2024-06-26,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00670,ORD02418,C0159,2024-06-26,2,Dissatisfied,4,Lifestyle Goods,Customer service was slow to respond.
FB00052,ORD00413,C0079,2024-06-26,5,Very Satisfied,9,Electronics,Great value for money.
FB00993,ORD01347,C0423,2024-06-26,3,Neutral,6,Home Appliances,"Product is okay, nothing special."
FB00402,ORD02132,C0070,2024-06-27,5,Very Satisfied,10,Lifestyle Goods,Best purchase I have made this year!
FB00895,ORD00599,C0227,2024-06-27,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00657,ORD01968,C0392,2024-06-28,3,Neutral,5,Electronics,It works but could be better.
FB00104,ORD01406,C0098,2024-06-29,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00286,ORD01262,C0215,2024-06-30,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00441,ORD02073,C0080,2024-06-30,3,Neutral,5,Home Appliances,Decent product for the price.
FB00668,ORD02251,C0486,2024-07-01,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00704,ORD01658,C0004,2024-07-03,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00630,ORD00682,C0333,2024-07-07,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00119,ORD01235,C0136,2024-07-09,3,Neutral,6,Lifestyle Goods,"Product is okay, nothing special."
FB00223,ORD01717,C0458,2024-07-12,3,Neutral,5,Home Appliances,Decent product for the price.
FB00795,ORD02016,C0012,2024-07-12,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00037,ORD01865,C0417,2024-07-14,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00404,ORD00719,C0147,2024-07-15,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00283,ORD01082,C0178,2024-07-15,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00364,ORD01979,C0479,2024-07-16,4,Satisfied,8,Electronics,Happy with the quality.
FB00415,ORD01632,C0371,2024-07-16,3,Neutral,5,Electronics,No complaints but not impressed either.
FB00282,ORD00754,C0170,2024-07-16,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00120,ORD01121,C0128,2024-07-19,4,Satisfied,7,Electronics,Happy with the quality.
FB00218,ORD01685,C0038,2024-07-19,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00600,ORD02445,C0228,2024-07-20,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00363,ORD02161,C0290,2024-07-20,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00503,ORD01980,C0228,2024-07-21,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00049,ORD01669,C0152,2024-07-22,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00554,ORD01828,C0315,2024-07-22,1,Very Dissatisfied,3,Lifestyle Goods,"Waste of money, would not recommend."
FB00226,ORD01561,C0324,2024-07-23,4,Satisfied,9,Electronics,Happy with the quality.
FB00819,ORD00469,C0144,2024-07-23,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00091,ORD02480,C0082,2024-07-24,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00253,ORD00409,C0328,2024-07-24,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00396,ORD00703,C0251,2024-07-25,3,Neutral,5,Electronics,"Product is okay, nothing special."
FB00624,ORD00398,C0294,2024-07-25,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00215,ORD01514,C0282,2024-07-25,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00360,ORD02137,C0262,2024-07-26,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00722,ORD01145,C0246,2024-07-27,2,Dissatisfied,5,Electronics,Not what I expected from the description.
FB00999,ORD00142,C0189,2024-07-27,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00534,ORD02101,C0381,2024-07-28,1,Very Dissatisfied,3,Lifestyle Goods,Does not work as advertised.
